Corrected_mass_flow(kg/s),x_21(m),r_21(m),Span,alpha(deg),gamma(deg),pt_AA_21(Pa),ptr_AA_15_21
14.80552386,-0.165682874,0.113929,1.31E-05,87.67667565,6.220567772,155185.0718,1.542135033
14.80552386,-0.165772992,0.115218322,0.016961852,54.99925075,2.760455718,163118.7168,1.620974781
14.80552386,-0.16586311,0.116507644,0.033910559,50.40234382,4.517384575,164695.1729,1.636640644
14.80552386,-0.165953228,0.117796966,0.050859266,48.66130622,5.530887656,163900.8432,1.628747078
14.80552386,-0.166043345,0.119086288,0.067807973,47.89894615,6.271812016,162749.8347,1.617309054
14.80552386,-0.166133463,0.12037561,0.08475668,47.95946732,6.837404059,161593.1206,1.605814332
14.80552386,-0.166223581,0.121664932,0.101705387,48.10225931,7.297346779,160564.5327,1.59559285
14.80552386,-0.166313699,0.122954254,0.118654094,48.17309924,7.678791755,159658.9583,1.586593801
14.80552386,-0.166403817,0.124243576,0.135602801,48.11256257,7.988721463,158881.3077,1.578865981
14.80552386,-0.166493935,0.125532898,0.152551508,47.90417635,8.184625531,158307.8891,1.573167696
14.80552386,-0.166584052,0.12682222,0.169500215,47.64272839,8.306535218,157890.5636,1.569020568
14.80552386,-0.16667417,0.128111542,0.186448922,47.34201582,8.366288101,157599.4082,1.566127243
14.80552386,-0.166764288,0.129400864,0.203397629,46.99997755,8.358918776,157490.7844,1.565047805
14.80552386,-0.166854406,0.130690186,0.220346336,46.63240317,8.314782527,157482.2377,1.564962873
14.80552386,-0.166944524,0.131979508,0.237295043,46.24906629,8.250490269,157531.9369,1.565456753
14.80552386,-0.167034641,0.133268831,0.254243749,45.84086437,8.160022245,157644.1527,1.566571886
14.80552386,-0.167124759,0.134558153,0.271192456,45.42285896,8.060102953,157768.6116,1.567808683
14.80552386,-0.167214877,0.135847475,0.288141163,44.99809131,7.953577932,157902.4455,1.569138643
14.80552386,-0.167304995,0.137136797,0.30508987,44.57059732,7.835832843,158036.3191,1.570468998
14.80552386,-0.167395113,0.138426119,0.322038577,44.1470341,7.716371282,158168.2401,1.571779949
14.80552386,-0.167485231,0.139715441,0.338987284,43.73037784,7.592263993,158296.3064,1.573052594
14.80552386,-0.167575348,0.141004763,0.355935991,43.32350935,7.466330474,158422.0314,1.574301973
14.80552386,-0.167665466,0.142294085,0.372884698,42.9226734,7.339642006,158546.8725,1.575542568
14.80552386,-0.167755584,0.143583407,0.389833405,42.53733003,7.213285644,158669.4961,1.576761127
14.80552386,-0.167845702,0.144872729,0.406782112,42.15726694,7.087963705,158791.3352,1.57797189
14.80552386,-0.16793582,0.146162051,0.423730819,41.79637404,6.96504993,158904.3132,1.579094596
14.80552386,-0.168025938,0.147451373,0.440679526,41.44673201,6.843129752,159012.6058,1.580170742
14.80552386,-0.168116055,0.148740695,0.457628233,41.12058863,6.722476113,159109.2421,1.581131055
14.80552386,-0.168206173,0.150030017,0.47457694,40.81783451,6.601256677,159199.4819,1.582027804
14.80552386,-0.168296291,0.151319339,0.491525647,40.54345529,6.479213163,159281.5682,1.582843527
14.80552386,-0.168386409,0.152608661,0.508474353,40.30543371,6.354820251,159355.7673,1.583580873
14.80552386,-0.168476527,0.153897983,0.52542306,40.10003503,6.229394165,159423.4551,1.584253514
14.80552386,-0.168566644,0.155187305,0.542371767,39.94640316,6.101899002,159484.0617,1.584855785
14.80552386,-0.168656762,0.156476627,0.559320474,39.82291819,5.972176509,159540.7255,1.585418875
14.80552386,-0.16874688,0.157765949,0.576269181,39.76652448,5.839823661,159595.5794,1.58596398
14.80552386,-0.168836998,0.159055271,0.593217888,39.73721128,5.706481864,159650.0007,1.586504786
14.80552386,-0.168927116,0.160344593,0.610166595,39.78381221,5.571187245,159711.4174,1.587115108
14.80552386,-0.169017234,0.161633915,0.627115302,39.84914193,5.435267853,159774.7499,1.587744468
14.80552386,-0.169107351,0.162923237,0.644064009,39.98084801,5.298058756,159852.8754,1.588520832
14.80552386,-0.169197469,0.164212559,0.661012716,40.12066272,5.160374029,159932.8819,1.589315888
14.80552386,-0.169287587,0.165501881,0.677961423,40.2964733,5.022746377,160032.5042,1.590305873
14.80552386,-0.169377705,0.166791203,0.69491013,40.47305668,4.884860958,160133.4718,1.591309228
14.80552386,-0.169467823,0.168080525,0.711858837,40.64616344,4.749287837,160242.7308,1.592394978
14.80552386,-0.16955794,0.169369847,0.728807544,40.8136592,4.613793199,160355.8739,1.593519325
14.80552386,-0.169648058,0.170659169,0.745756251,40.95196215,4.482061093,160489.1117,1.594843361
14.80552386,-0.169738176,0.171948492,0.762704957,41.07915335,4.349572546,160625.917,1.59620285
14.80552386,-0.169828294,0.173237814,0.779653664,41.17910337,4.22166897,160772.4228,1.597658736
14.80552386,-0.169918412,0.174527136,0.796602371,41.30951484,4.098052767,160893.8398,1.598865304
14.80552386,-0.17000853,0.175816458,0.813551078,41.50181652,3.983062548,160962.8563,1.599551148
14.80552386,-0.170098647,0.17710578,0.830499785,41.95923494,3.886621113,160978.1124,1.599702754
14.80552386,-0.170188765,0.178395102,0.847448492,42.79759544,3.819217733,160916.5524,1.599091008
14.80552386,-0.170278883,0.179684424,0.864397199,44.49482304,3.797337127,160990.7929,1.599828765
14.80552386,-0.170369001,0.180973746,0.881345906,47.06452186,3.823918871,161201.6859,1.601924492
14.80552386,-0.170459119,0.182263068,0.898294613,50.33889483,3.827494107,161535.7891,1.605244607
14.80552386,-0.170549237,0.18355239,0.91524332,54.12465923,3.815120788,161960.103,1.60946118
14.80552386,-0.170639354,0.184841712,0.932192027,57.58690732,3.582473172,161994.7266,1.609805248
14.80552386,-0.170729472,0.186131034,0.949140734,60.93574971,3.169330543,161640.3601,1.606283769
14.80552386,-0.17081959,0.187420356,0.966089441,64.57809563,2.594905925,160710.6376,1.597044752
14.80552386,-0.170909708,0.188709678,0.983038148,68.80973679,1.704876019,158795.382,1.578012104
14.80552386,-0.170999826,0.189999,0.999986855,73.36098913,0.638190494,131828.8682,1.310035261
16.00739404,-0.165682874,0.113929,1.31E-05,87.62528551,6.162361499,146387.3486,1.454712336
16.00739404,-0.165772992,0.115218322,0.016961852,52.20979497,3.018774451,154453.4886,1.534868943
16.00739404,-0.16586311,0.116507644,0.033910559,46.03089031,4.788102821,156637.9018,1.556576371
16.00739404,-0.165953228,0.117796966,0.050859266,43.40015374,5.773914989,155937.6222,1.5496174
16.00739404,-0.166043345,0.119086288,0.067807973,42.18872544,6.454917331,154756.055,1.537875672
16.00739404,-0.166133463,0.12037561,0.08475668,42.10042539,6.917369203,153567.7667,1.526067155
16.00739404,-0.166223581,0.121664932,0.101705387,42.10273783,7.233386172,152677.1459,1.517216683
16.00739404,-0.166313699,0.122954254,0.118654094,42.02472636,7.448377194,152030.635,1.510792034
16.00739404,-0.166403817,0.124243576,0.135602801,41.80873286,7.577321001,151610.5342,1.506617316
16.00739404,-0.166493935,0.125532898,0.152551508,41.47853453,7.596091912,151438.4556,1.504907299
16.00739404,-0.166584052,0.12682222,0.169500215,41.1300546,7.560207447,151373.0777,1.504257612
16.00739404,-0.16667417,0.128111542,0.186448922,40.76352624,7.486304113,151382.1111,1.50434738
16.00739404,-0.166764288,0.129400864,0.203397629,40.38590913,7.368516047,151460.1629,1.505123013
16.00739404,-0.166854406,0.130690186,0.220346336,40.00385882,7.232187668,151553.08,1.50604637
16.00739404,-0.166944524,0.131979508,0.237295043,39.61912076,7.086595978,151651.5767,1.507025172
16.00739404,-0.167034641,0.133268831,0.254243749,39.23431972,6.932975534,151746.0875,1.507964366
16.00739404,-0.167124759,0.134558153,0.271192456,38.85502368,6.783776439,151836.7517,1.508865334
16.00739404,-0.167214877,0.135847475,0.288141163,38.48014261,6.63789164,151924.9456,1.509741754
16.00739404,-0.167304995,0.137136797,0.30508987,38.12165418,6.506511711,152014.9226,1.510635893
16.00739404,-0.167395113,0.138426119,0.322038577,37.77178609,6.380464703,152104.3575,1.511524645
16.00739404,-0.167485231,0.139715441,0.338987284,37.43755526,6.263834804,152192.5869,1.512401418
16.00739404,-0.167575348,0.141004763,0.355935991,37.11950374,6.151236441,152268.1906,1.513152723
16.00739404,-0.167665466,0.142294085,0.372884698,36.81104006,6.041017609,152336.9821,1.513836333
16.00739404,-0.167755584,0.143583407,0.389833405,36.52687313,5.927804886,152379.3905,1.514257763
16.00739404,-0.167845702,0.144872729,0.406782112,36.24860824,5.813167615,152416.4559,1.514626097
16.00739404,-0.16793582,0.146162051,0.423730819,35.98958198,5.689882672,152430.9609,1.51477024
16.00739404,-0.168025938,0.147451373,0.440679526,35.73520969,5.563381402,152440.652,1.514866544
16.00739404,-0.168116055,0.148740695,0.457628233,35.49050119,5.429548891,152438.2643,1.514842817
16.00739404,-0.168206173,0.150030017,0.47457694,35.25057165,5.292408297,152431.2371,1.514772984
16.00739404,-0.168296291,0.151319339,0.491525647,35.01638168,5.151187194,152418.1473,1.514642905
16.00739404,-0.168386409,0.152608661,0.508474353,34.78824286,5.007588217,152398.1068,1.514443754
16.00739404,-0.168476527,0.153897983,0.52542306,34.56773686,4.863581864,152372.5301,1.514189589
16.00739404,-0.168566644,0.155187305,0.542371767,34.35821463,4.719950009,152340.9502,1.513875765
16.00739404,-0.168656762,0.156476627,0.559320474,34.15410866,4.575109175,152306.1668,1.513530108
16.00739404,-0.16874688,0.157765949,0.576269181,33.96574897,4.431525419,152271.1428,1.51318206
16.00739404,-0.168836998,0.159055271,0.593217888,33.78387257,4.288333489,152236.5358,1.512838156
16.00739404,-0.168927116,0.160344593,0.610166595,33.62451253,4.148105692,152209.3281,1.512567782
16.00739404,-0.169017234,0.161633915,0.627115302,33.47063801,4.008370664,152184.3889,1.512319951
16.00739404,-0.169107351,0.162923237,0.644064009,33.34750159,3.873589457,152173.1357,1.512208122
16.00739404,-0.169197469,0.164212559,0.661012716,33.22806429,3.739145108,152163.8506,1.512115852
16.00739404,-0.169287587,0.165501881,0.677961423,33.15022029,3.61221529,152170.5483,1.51218241
16.00739404,-0.169377705,0.166791203,0.69491013,33.07718167,3.485796989,152178.5294,1.512261722
16.00739404,-0.169467823,0.168080525,0.711858837,33.05687505,3.368329414,152191.1306,1.512386945
16.00739404,-0.16955794,0.169369847,0.728807544,33.04877171,3.252034846,152206.7789,1.512542449
16.00739404,-0.169648058,0.170659169,0.745756251,33.11081292,3.144813791,152236.6449,1.51283924
16.00739404,-0.169738176,0.171948492,0.762704957,33.20138055,3.039332211,152275.3841,1.513224208
16.00739404,-0.169828294,0.173237814,0.779653664,33.38759021,2.943446512,152339.9613,1.513865939
16.00739404,-0.169918412,0.174527136,0.796602371,33.64023582,2.852374842,152417.6693,1.514638156
16.00739404,-0.17000853,0.175816458,0.813551078,34.02925226,2.771417665,152522.1009,1.515675936
16.00739404,-0.170098647,0.17710578,0.830499785,34.54962629,2.693236776,152618.994,1.516638803
16.00739404,-0.170188765,0.178395102,0.847448492,35.25871359,2.62124523,152705.0524,1.517494001
16.00739404,-0.170278883,0.179684424,0.864397199,36.22641066,2.559130426,152718.062,1.517623283
16.00739404,-0.170369001,0.180973746,0.881345906,37.456733,2.510083011,152655.1692,1.516998291
16.00739404,-0.170459119,0.182263068,0.898294613,39.3047502,2.487263327,152153.469,1.512012686
16.00739404,-0.170549237,0.18355239,0.91524332,41.6034935,2.484245802,151332.1752,1.503851147
16.00739404,-0.170639354,0.184841712,0.932192027,44.03490928,2.442995912,149242.1952,1.483082141
16.00739404,-0.170729472,0.186131034,0.949140734,46.72146943,2.329010029,146263.198,1.453478599
16.00739404,-0.17081959,0.187420356,0.966089441,50.34894221,2.083449993,142773.9341,1.418804324
16.00739404,-0.170909708,0.188709678,0.983038148,56.28807417,1.569534898,139381.5231,1.385092516
16.00739404,-0.170999826,0.189999,0.999986855,65.36696064,0.378420095,123662.3512,1.228884527
